number	id	sentence	sentiment
6728	f350246ebe658d2c0dc6a0a8e	 It 's the funniest American comedy since Graffiti Bridge .	4
6729	3d6b69dc8b923e58e090de484	 That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .	1
6730	40ee57b3bc61000725e1297b6	 What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .	0
6731	c0fe6fd4f7c9b21a8c1adcd00	 The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .	0
6732	9734f60e75853fce2162265b8	 In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .	1
6733	9566525cb5a78b4551d2309e9	 Solondz may well be the only one laughing at his own joke	1
6734	0d1e68ead2b822ea82df9bebd	 Stitch is a bad mannered , ugly and destructive little \*\*\*\* .	0
6735	f8e785719b0dcd12850842859	 No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .	0
6736	4fbb7ff37098e7744d7d59ba2	 Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .	0
6737	4860850aac697f6e57f76ed0c	 A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .	2
6738	efff8913e86ea4b5ef77986e8	 Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .	0
6739	2354f1e503317e18de489216b	 It is bad , but certainly not without merit as entertainment .	1
6740	267862e97e532887be8d74598	 For its 100 minutes running time , you 'll wait in vain for a movie to happen .	0
6741	f26b0ff7feca0afd6d8c1f1fd	 A work that lacks both a purpose and a strong pulse .	0
6742	b08c375c8dd40b65ac3f11393	 A faster paced family flick .	3
6743	25ebdcf09a959464995abbe0a	 Upper Teens may get cynical .	1
6744	f562d59144931b9b431333a15	 Smaller numbered kidlets will enjoy .	3
6745	4deb7e15682981b016eceb844	 While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .	1
6746	e4209a335433447619ee84c6c	 It 's a road-trip drama with too many wrong turns .	0
6747	19d4216a95bc92732ffaa4860	 Most fish stories are a little peculiar , but this is one that should be thrown back in the river .	1
6748	3da3839e2e1dd077d5fd111ff	 It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .	2
6749	50603e189e36876837c8a04f3	 `` I blame all men for war , '' -LRB- the warden 's daughter -RRB- tells her father .	2
6750	72e9547bb5f5be7e94924a99e	 The movie is about as deep as that sentiment .	1
6751	2b945af0955afdda111f412f4	 It 's fitfully funny but never really takes off .	2
6752	af63f1fbc6da13f7406057672	 I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .	1
6753	8d252bc2846709f0b2694d5e3	 By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .	3
6754	e269950c70a1646b457680ada	 For all the complications , it 's all surprisingly predictable .	2
6755	758e7c41bef739e0352026f45	 It 's been 20 years since 48 Hrs .	2
6756	95a4c5e35689f85c1ce991a57	 made Eddie Murphy a movie star and the man has n't aged a day .	3
6757	5ec01981dcd4c9719a64fc138	 But his showboating wise-cracker stock persona sure is getting old .	2
6758	c0a7040d49c8f4f82f32ef6e2	 If Deuces Wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .	2
6759	d54f6ae1f745747c37b35a635	 But it was n't .	1
6760	3e3bf4cdea025210e82f8ae61	 For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .	1
6761	8ab03866b2e26a78f3ddd9f93	 ... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .	1
6762	7f1ddf12fdad62ecf05e8f624	 It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .	0
6763	1c4cfd9bf017916d6e89913f1	 The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .	1
6764	fc682dc7a096bd1a27bfc3eb6	 A nearly 21\/2 hours , the film is way too indulgent .	1
6765	edf213e83bbe8f9250c7b2cd7	 Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .	1
6766	cc583f494e1eb08cd765dcf9a	 It looks much more like a cartoon in the end than The Simpsons ever has .	2
6767	d339136ae22299f0df6e839c3	 With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .	1
6768	c82560b5c86779baef8115e6f	 Does n't really add up to much .	1
6769	d6666b98af79b0033d66babbb	 It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .	1
6770	f7e2913191e59a2abb98d8dda	 An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .	1
6771	2cf053649bfb9efeda44df5f6	 A prolonged extrusion of psychopathic pulp .	1
6772	817151501c5ae151eb9a9201e	 Borrows from other movies like it in the most ordinary and obvious fashion .	1
6773	545d253cebecc61468cc6adbe	 It 's surprisingly bland despite the heavy doses of weird performances and direction .	1
6774	b2e1f2f72c2a9b3b18dde6aff	 A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '	0
6775	4de74d30e7f25019a15df820a	 The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .	1
6776	53fab5cccc07e1b5ecf0d0fa5	 Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .	1
6777	54845d6de9dad259cd4680573	 It 's like a drive-by .	1
6778	cfca27cfd29528c9660d8cffb	 You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .	1
6779	d6fc3c5247e74ecbd3dd07d50	 Everything -- even life on an aircraft carrier -- is sentimentalized .	1
6780	f3be858874e17b2e063194f41	 This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .	0
6781	30e8fcc2c0c04da337c3074b3	 Stress ` dumb . '	1
6782	2801ba6b63f41124263a1c64a	 The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .	2
6783	3877cd98744ab5ea45e0a8ad1	 When your subject is illusion versus reality , should n't the reality seem at least passably real ?	1
6784	ceebd8983b3847cae21b63e3f	 It 's a terrible movie in every regard , and utterly painful to watch .	0
6785	1d3a72f7f51c3cddce8643c29	 This is rote spookiness , with nary an original idea -LRB- or role , or edit , or score , or anything , really -RRB- in sight , and the whole of the proceedings beg the question ` Why ? '	0
6786	62454418b4882e529cd9e50e6	 A fan film that for the uninitiated plays better on video with the sound turned down .	1
6787	ab1e6213ee527e3f00a822cf3	 Too infuriatingly quirky and taken with its own style .	1
6788	4a9be95bea1feb3be8b227260	 There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .	1
6789	372d379b34a9d4bceeb4fb565	 As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .	3
6790	0a8e3041a16bfc9b712085811	 The type of dumbed-down exercise in stereotypes that gives the -LRB- teen comedy -RRB- genre a bad name .	1
6791	79b2005b2092779007734e35c	 Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .	0
6792	cb917df3c4745df8ed194b17d	 Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .	0
6793	42a18454d14c178beb93bf291	 Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .	1
6794	60a9f6d72423d7eed389efe74	 When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '	1
6795	1a30d65e3861e5e11a2353600	 Just is n't as weird as it ought to be .	1
6796	9555efc686813073ac13dbea5	 A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films .	1
6797	d37a62ee7c347f37375d39c5e	 -LRB- Siegel -RRB- and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .	1
6798	eb87cb4ae5671d55fdfb110c5	 No film could possibly be more contemptuous of the single female population .	0
6799	f7cee8dac087d8f2b98427992	 ` Hey Arnold ! '	2
6800	377f3b824b5503d034d00c983	 has some visual wit ... but little imagination elsewhere .	2
6801	27742ce3cefa6c75da9a36375	 They 're going through the motions , but the zip is gone .	2
6802	0bd5d7479c2e36f16e0fce40f	 A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .	1
6803	e19a3c3605f6d74bd004857dc	 A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .	0
6804	2b9b45086b4f40d09655950d3	 Then again , in a better movie , you might not have noticed .	0
6805	03154323e8e8733b81277a2d7	 It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .	2
6806	4277bd496bc4cb3e234acb62e	 The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''	1
6807	f1beb9eb307eb1141b808f721	 tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''	1
6808	f20db2083e4c6ec206631edc4	 Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés .	1
6809	0869083fd2cca0803a3bcf865	 It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .	3
6810	6ea63a95fe07830a118de237d	 Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .	1
6811	e158bebafbd35e6a307c29832	 The problem with The Bread , My Sweet is that it 's far too sentimental .	1
6812	3b24761b55fe8a334b88c9256	 A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .	2
6813	f5d81691282de720b139762e0	 Falls short in explaining the music and its roots .	2
6814	dde90f7f91f23f44b7853833e	 Never inspires more than an interested detachment .	1
6815	7a779ab044e247e7b6afec0e7	 What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB- comes across as lame and sophomoric in this debut indie feature .	0
6816	8e7e61828c192a65d412fdbb6	 Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .	1
6817	976594747816f8d5290852d8c	 Pretty much sucks , but has a funny moment or two .	1
6818	2ea6ebb372b76e6e099b4de59	 They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .	2
6819	f7bf571cf8442c50d201558b4	 A supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .	1
6820	7ef56644b4d2cf42256e81531	 It ends up being neither , and fails at both endeavors .	0
6821	eb2bbf19b86a15981d04ced35	 Two badly interlocked stories drowned by all too clever complexity .	1
6822	7922cf8509617791653295dd7	 It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .	2
6823	40cb63816ebb418b9b179c355	 These are textbook lives of quiet desperation .	1
6824	3ee3c6cd2ea974d3f63e79d57	 Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	2
6825	9d0d72bbc970c32131a0a802d	 Claims to sort the bad guys from the good , which is its essential problem .	1
6826	72b7d339ae28a85ba5fd30ff7	 Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .	0
6827	ade99514649e93481fce33069	 Feels like pieces a bunch of other , better movies slapped together .	1
6828	34b451d0bcea7fb1be14f1e4d	 Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .	2
6829	dd201ce2b13235e15d250d81d	 Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .	1
6830	f147cbf09c55be5d67000f845	 It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .	1
6831	ea59a795b459fdbdd1fba64a9	 One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .	0
6832	bb4d9b4ea7445cdda64de7c36	 Phoned-in business as usual .	1
6833	acf8fa4ebc5416130363a6dcc	 There 's an epic here , but you have to put it together yourself .	2
6834	5044bb8e94e06f28454376bd2	 What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .	0
6835	529b5bbfec9c3ee2a5ca24df6	 Director-chef Gabriele Muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .	2
6836	b8ba74a1d3beaa59716350e40	 Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .	0
6837	0d42881d2425e55a6594010a8	 The most horrific movie experience I 've had since `` Ca n't Stop The Music . ''	0
6838	84d0df6081518782570d91cb3	 It may as well be called `` Jar-Jar Binks : The Movie . ''	0
6839	7bd825e2266fc060416259cc3	 It 's that painful .	0
6840	3f2196cf0039c061b7072dea0	 God is great , the movie 's not .	2
6841	d5892cdfb208e385630a4c33d	 Like a three-ring circus , there are side stories aplenty -- none of them memorable .	1
6842	f3632f870024c9f405263bf45	 When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .	2
6843	de113bdcdc5e00a61ba3bd03e	 Or else a doggie winks .	2
6844	af4cf0695482344c60706c38a	 A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .	0
6845	f6421caab52eef179e27b6745	 As original and insightful as last week 's episode of Behind the Music .	1
6846	4530ea8af4d328047644993b3	 Plays like John Le Carré with a couple of burnt-out cylinders .	1
6847	1d85bfb91fb7350ae1ce78ac2	 You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .	0
6848	5f78b437117f42dcd28d643e8	 It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .	3
6849	201aba3943e8dadcea80489e0	 Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .	3
6850	1af4fc4850b0b88ec94571ba4	 A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .	0
6851	a3515e112c7053ec0b2375f60	 -LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .	2
6852	c34c9c8589fa7cc2156c36720	 Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .	0
6853	bd080a4b8d1ee8f296c8ec264	 The Christ allegory does n't work because there is no foundation for it	1
6854	454b7a3aacbf0ebed3a8e1868	 Go for La Salle 's performance , and make do as best you can with a stuttering script .	2
6855	e37ce742064664f1588d38586	 It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .	1
6856	57cc0b37a875d82b5fed37d07	 Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .	1
6857	14b79821176af5cc0da4c1194	 I did n't find much fascination in the swinging .	1
6858	52300731f95b6180a256c21c2	 What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .	1
6859	634ad40cf6f83fb72024d4d43	 But that they are doing it is thought-provoking .	3
6860	014a633944bf1cc42def2b199	 The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .	1
6861	56b5a4b8ba9b592faa36a6e3f	 After Collateral Damage , you might imagine that most every aggrieved father cliché has been unturned .	0
6862	1b5ab12a3c2dc9f007434863f	 But no. .	1
6863	f80fb02834bc976c5ef787cea	 Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .	0
6864	5070db79d7ef1e27632136192	 Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them .	1
6865	ad97beb55e4516bde352b367e	 Tedious Norwegian offering which somehow snagged an Oscar nomination .	1
6866	8d28606ffab46e5be1271dcfb	 It was a dark and stormy night ...	2
6867	bfa4b9de353c4a4b95f08300f	 A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .	1
6868	966fc7831ca5defb41f4939a1	 This sort of cute and cloying material is far from Zhang 's forte and it shows .	2
6869	5d3fc0964c4d3c19a3d46cf9e	 Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie .	0
6870	fd159ee1a08421fa43753f771	 Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .	2
6871	ad0b44fe02ab4cbba27836e25	 a huge disappointment coming , as it does , from filmmakers and performers of this calibre	0
6872	574e6fcb3c91ad8dfe84e3e59	 Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .	1
6873	1cc5d97902220d15ec3c08ad2	 Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .	2
6874	89d525bb878b81d2230888419	 What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .	1
6875	8ddcd17afeccfb4e0ba25e1db	 Exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .	1
6876	127a1fb85f0ff504a6baf12a6	 Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .	1
6877	ad02f445a95fa2b136f4be5f1	 Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .	2
6878	ee37f0eeee34876d959ec1d6d	 The story is bogus and its characters tissue-thin .	0
6879	edd8763badb22450459275e4e	 Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?	2
6880	87d563a61c52e0fb2a227cf4e	 is an inexpressible and drab wannabe looking for that exact niche .	1
6881	582ec27ac1e223b2aa28b8ac8	 While American Adobo has its heart -LRB- and its palate -RRB- in the right place , its brain is a little scattered -- ditsy , even .	1
6882	5a698214d79f1397e9650ba28	 Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .	1
6883	2a833d34507319ab458acb493	 Most of the dialogue made me want to pack raw dough in my ears .	0
6884	942555634cfd179393c88c504	 Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .	1
6885	d82bc7732d9f3bd0e77f89ed5	 It 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .	1
6886	e0df4a20d6c5b506a0b772519	 Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .	3
6887	8ad7cada1055580c250d83ca8	 turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters	0
6888	09f801073ac161759708befc1	 Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .	2
6889	d4acd3ba7232fe6b05a77ca2f	 High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .	0
6890	b79e3d5b2d90daa58fa4f509e	 Set in a 1986 Harlem that does n't look much like anywhere in New York .	1
6891	89c19882b25c8facfa614eef7	 The chocolate factory without Charlie .	1
6892	1f3e01f9f6666ef52780576e9	 Long on twinkly-eyed close-ups and short on shame .	1
6893	9f916362b5c0424461aeb3b55	 Hip-hop rarely comes alive as its own fire-breathing entity in this picture .	1
6894	869901b257cf13e94c249dd30	 A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .	0
6895	5a18e2805ec414e00b9e2d572	 Deserving of its critical backlash and more .	1
6896	a9f12c7d0b67d1899d506ad0d	 Neither a rousing success nor a blinding embarrassment .	2
6897	59f0613ddb6733cee3e9a21fd	 Still , it just sits there like a side dish no one ordered .	1
6898	7b62310ad3f208a872ee327ba	 The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB- .	1
6899	230c5549172cc3056dd5e3d9d	 The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .	1
6900	65fec73d6336cf424b47576b8	 This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .	1
6901	5ce29a84b2cb51de3753dd0cd	 It recycles every cliché about gays in what is essentially an extended soap opera .	0
6902	54685a14a7a0e8d2255cd3a37	 I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .	2
6903	0eaac2e2b0cdfa7b9ce6e8aaa	 May offend viewers not amused by the sick sense of humor .	1
6904	f099a06124b435b3c35cd4b9c	 Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .	2
6905	6325730c35048c3b4da4a905c	 It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .	0
6906	a3e38d5a4f2982b23fc229c10	 Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .	2
6907	982eaf1d18cb9fc2d6cdd1441	 If you 're not fans of the adventues of Steve and Terri , you should avoid this like the dreaded King Brown snake .	1
6908	3c27d83bbb80d2d54ded439bb	 Personally , I 'd rather watch them on the Animal Planet .	0
6909	87cce59c2968d322995785f0a	 Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .	1
6910	4fc0c4c716423835d5438f468	 Feels as if the inmates have actually taken over the asylum .	2
6911	9340bbed6bec436dd5e5cbe37	 All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .	0
6912	ca768390dc7818adb2f4cfebf	 The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .	2
6913	64fbb7fd6652dc7b5d9fd779c	 ... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .	0
6914	2019b18fa1206d955f1042b49	 The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	0
6915	527504f8cafaa79b92b831b36	 No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .	2
6916	ef88bda44145434c5f7ae9007	 Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .	0
6917	27b47841ab968f2b0b08cc777	 Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .	0
6918	cccdaf6e5140b9af33032bb7c	 The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '	0
6919	90eca809387e9d15c35ada8f2	 Solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .	1
6920	2985ffdd1f6716554f906e94a	 More tiring than anything .	1
6921	0f6996a4d4a91052454a22d40	 Nelson 's intentions are good , but the end result does no justice to the story itself .	1
6922	d7ca6578701e7efdec700c54e	 It 's horribly depressing and not very well done .	0
6923	7dd1ed2b88903ab6fb2da9399	 ... the efforts of its star , Kline , to lend some dignity to a dumb story are for naught .	1
6924	2be636c9641c76924a98a596b	 A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .	1
6925	4f96e7b293bbb9a3507470d1f	 Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?	1
6926	a73d694270000dca53bd2ddbd	 And it 's a lousy one at that .	0
6927	a6f666989f155cbd3b42b8ba9	 Overly long and worshipful bio-doc .	1
6928	42610824eeb2a6fbbb14220ef	 I 'll go out on a limb .	3
6929	2963758760f1500ccb75546e2	 It is n't quite one of the worst movies of the year .	0
6930	bd32d242f12ee37e81f9f79ba	 It 's just merely very bad .	0
6931	bb92866fbc191edf9b55a81cb	 Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .	1
6932	a3231c12e56bb65b1b926d704	 About Amy 's cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB- , and Amy 's neuroses when it comes to men .	2
6933	4a2a261951f248d4d658cad71	 Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .	1
6934	8ee37f46d604936cae8da09a4	 Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .	1
6935	57234654024115a5aeb732c87	 In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .	0
6936	e1e0c07735dd68d028b8d3624	 The script is too mainstream and the psychology too textbook to intrigue .	1
6937	cfb889e892e5a675cdd1875d9	 Muddled , simplistic and more than a little pretentious .	0
6938	ee19880e05f76cfda7db6fc61	 Meandering and glacially paced , and often just plain dull .	2
6939	7398e9d0a59f8e393aef4a003	 A disaster of a drama , saved only by its winged assailants .	1
6940	5fa90ddb551eb66772e8aea98	 A road trip that will get you thinking , ` Are we there yet ? '	2
6941	21f94083e0c5a5bea2cd8a9a5	 Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?	1
6942	d80ca5ae086fca4735e21570d	 Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .	1
6943	2e2194396fafb6766337bb955	 If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .	0
6944	27e87fc96d4a01cf0f1a0cd66	 An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .	1
6945	e627df540ddf75e0ff42e8044	 What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .	1
6946	40d581327e70a67b58b94a2d0	 The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .	1
6947	1d6b6974175484e9f49a89c24	 This pathetic junk is barely an hour long .	0
6948	7e27fbac4b967f6b3194676d2	 Nevertheless , it still seems endless .	1
6949	e633ba0921de8544cb54ae221	 It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !	0
6950	f8345f5dd15f01d747c53441f	 It 's just that it 's so not-at-all-good .	1
6951	32e388587cb02c94075a18e6a	 And I expect much more from a talent as outstanding as director Bruce McCulloch .	2
6952	ecd379bca4fc4a969ae025b0d	 Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .	2
6953	3aa40f2fa7fd1d3e41c7146ee	 Is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?	1
6954	e1f71e6b4ff40e6c6b36f04b1	 It 's supposed to be a romantic comedy - it suffers from too much Norma Rae and not enough Pretty Woman .	1
6955	cc8a16264e9245f7bcf58ddb3	 The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .	0
6956	5784b0ef0ac3fc8c5967e31fd	 Staggers between flaccid satire and what is supposed to be madcap farce .	0
6957	c29b5444f02e0563048092454	 Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .	1
6958	81ceeff2674ef17e475ec40b2	 Brainy , artistic and muted , almost to the point of suffocation .	2
6959	084d5d43c80634325f7b80be2	 Plays like the old disease-of-the-week small-screen melodramas .	1
6960	923eb1d1dc643b3ad095fca00	 Like life on the island , the movie grows boring despite the scenery .	0
6961	6145ca9605978b76b99bedb7b	 The truth about Charlie is that it 's a brazenly misguided project .	1
6962	0abb7b050202771ca813fc22d	 displays the potential for a better movie than what Bailly manages to deliver	2
6963	98fb4d5992a3ae5695a2d0036	 So exaggerated and broad that it comes off as annoying rather than charming .	1
